Episode,Time,Reward,World,Stage,X Position,Y Position,Life,Score,Status,Reached Flag
376,12.124857664108276,611.0,1,1,40,79,1,200,small,False
377,2.2486937046051025,246.0,1,1,40,79,1,0,small,False
378,14.00153136253357,808.0,1,1,40,79,1,300,small,False
379,18.841992378234863,1322.0,1,1,1320,79,1,400,small,False
380,77.40073323249817,658.0,1,1,898,84,2,300,small,False
381,2.8527302742004395,244.0,1,1,40,79,1,0,small,False
382,13.080176830291748,810.0,1,1,40,79,1,400,small,False
383,13.521527290344238,809.0,1,1,40,79,1,200,small,False
384,2.1920082569122314,247.0,1,1,40,79,1,0,small,False
385,2.4350438117980957,235.0,1,1,40,79,1,0,small,False
386,10.937237024307251,813.0,1,1,40,79,1,100,small,False
387,16.562382459640503,1321.0,1,1,1320,79,1,300,small,False
388,12.727143287658691,811.0,1,1,40,79,1,300,small,False
389,2.2053444385528564,245.0,1,1,40,79,1,0,small,False
390,5.904316186904907,630.0,1,1,40,79,1,0,small,False
391,14.193501472473145,1127.0,1,1,40,79,1,500,small,False
392,2.51265287399292,236.0,1,1,40,79,1,0,small,False
393,2.426494598388672,247.0,1,1,40,79,1,0,small,False
394,14.936030864715576,1035.0,1,1,40,79,1,200,small,False
395,17.59035611152649,721.0,1,1,40,79,1,200,small,False
396,2.0925824642181396,249.0,1,1,40,79,1,0,small,False
397,13.949123859405518,1036.0,1,1,40,79,1,400,small,False
398,2.3011763095855713,252.0,1,1,40,79,1,0,small,False
399,10.348982572555542,616.0,1,1,40,79,1,100,small,False
400,6.0754554271698,652.0,1,1,40,79,1,0,small,False
401,10.1201012134552,724.0,1,1,40,79,1,300,small,False
402,52.57401633262634,937.0,1,1,40,79,1,200,small,False
403,33.518476486206055,757.0,1,1,40,79,1,200,small,False
404,7.370345115661621,607.0,1,1,40,79,1,100,small,False
405,20.801628828048706,1291.0,1,1,1320,79,1,0,small,False
406,2.4879767894744873,252.0,1,1,40,79,1,0,small,False
407,21.195605039596558,1296.0,1,1,1320,79,1,300,small,False
408,15.765137672424316,1030.0,1,1,40,79,1,100,small,False
409,24.072381258010864,1034.0,1,1,40,79,1,500,small,False
410,7.863750457763672,590.0,1,1,40,79,1,300,small,False
